model_type,case,label,label_prob,model_r2,model_intercept,model_prediction,feature,feature_value,feature_weight,feature_desc,data,prediction
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,OverTime,2,-0.26927035112894676,OverTime = Yes,,
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,JobLevel,1,-0.10257301574668679,JobLevel = 1,,
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,YearsSinceLastPromotion,0,0.08035127694589067,YearsSinceLastPromotion <= 1,,
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,JobInvolvement,4,0.07872193202475772,3 < JobInvolvement,,
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,PerformanceRating,4,0.08818001062805794,3.75 < PerformanceRating,,
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,JobSatisfaction,1,-0.05681682063195505,JobSatisfaction <= 2,,
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,Age,59,0.053820598421241664,43 < Age,,
classification,1,No,0.7142803904974238,0.33969463055050797,0.7932895991502719,0.7141382882121345,Department,2,0.048435058549503314,Department = Research & Development,,
classification,2,No,0.7816880508548619,0.4574301178208685,0.6426507225063032,0.5898487933580779,OverTime,1,0.2773165711208683,OverTime = No,,
classification,2,No,0.7816880508548619,0.4574301178208685,0.6426507225063032,0.5898487933580779,YearsSinceLastPromotion,4,-0.11693326914920923,2 < YearsSinceLastPromotion,,
classification,2,No,0.7816880508548619,0.4574301178208685,0.6426507225063032,0.5898487933580779,TotalWorkingYears,5,-0.09994960482319039,TotalWorkingYears <= 6,,
classification,2,No,0.7816880508548619,0.4574301178208685,0.6426507225063032,0.5898487933580779,JobLevel,1,-0.09012627971593393,JobLevel = 1,,
classification,2,No,0.7816880508548619,0.4574301178208685,0.6426507225063032,0.5898487933580779,DistanceFromHome,26,-0.0832846353157725,14 < DistanceFromHome,,
classification,2,No,0.7816880508548619,0.4574301178208685,0.6426507225063032,0.5898487933580779,StockOptionLevel,2,0.07955756215893364,StockOptionLevel = 1,,
classification,2,No,0.7816880508548619,0.4574301178208685,0.6426507225063032,0.5898487933580779,EnvironmentSatisfaction,1,-0.0830198737779751,EnvironmentSatisfaction <= 2,,
